datetime,temp,humidity,windspeed,sealevelpressure,cloudcover,humidity_roll1h,cloudcover_roll1h,rain_next_1h,precip,windspeed_kph,precip_mm_per_hour,wind_baseline,cloud_baseline,precip_baseline
2016-06-08 2:15:00,81.8,81.3,2.2,1010.1,60.0,88.27125,81.9,1,0.752,3.5405480000000003,4.7752,Light Winds,Partly Cloudy,Heavy Rains
2016-06-08 5:15:00,79.1,93.68,1.6,1009.8,90.0,96.00875,60.525,1,0.512,2.5749440000000003,3.2512,Light Winds,Overcast,Heavy Rains
2016-06-09 17:15:00,82.5,82.8,4.5,1009.7,100.0,78.2925,100.0,1,0.354,7.24203,2.2478999999999996,Light Winds,Overcast,Heavy Rains
2016-06-12 14:15:00,90.2,63.55,2.2,1009.4,60.0,67.58125,81.675,0,0.63,3.5405480000000003,4.0005,Light Winds,Partly Cloudy,Heavy Rains
2016-06-12 17:15:00,80.9,84.71,6.0,1009.9,100.0,90.11,100.0,1,0.394,9.65604,2.5019,Light Winds,Overcast,Heavy Rains
2016-06-13 14:15:00,91.5,62.21,6.7,1009.2,60.0,75.56,90.0,1,0.354,10.782578,2.2478999999999996,Light Winds,Partly Cloudy,Heavy Rains
2016-06-13 23:15:00,79.4,93.13,2.2,1011.2,30.1,93.535,74.2,1,0.315,3.5405480000000003,2.00025,Light Winds,Partly Cloudy,Heavy Rains
2016-06-17 14:15:00,92.0,57.6,4.5,1009.1,90.0,59.54625,60.525,1,0.415,7.24203,2.6352499999999996,Light Winds,Overcast,Heavy Rains
2016-06-21 17:15:00,80.9,88.81,2.2,1007.1,90.0,77.6275,89.175,1,0.905,3.5405480000000003,5.74675,Light Winds,Overcast,Heavy Rains
2016-06-26 14:15:00,81.2,84.74,2.2,1008.1,100.0,81.27125,97.225,1,0.552,3.5405480000000003,3.5052000000000003,Light Winds,Overcast,Heavy Rains
2016-06-29 14:15:00,87.0,69.55,4.5,1010.4,90.0,68.38,89.175,1,0.512,7.24203,3.2512,Light Winds,Overcast,Heavy Rains
2016-07-05 20:15:00,78.2,91.44,2.2,1007.1,80.0,95.72,95.0,1,0.441,3.5405480000000003,2.80035,Light Winds,Mostly Cloudy,Heavy Rains
2016-07-06 20:15:00,83.6,77.62,2.2,1006.6,80.0,78.16,58.025,1,0.315,3.5405480000000003,2.00025,Light Winds,Mostly Cloudy,Heavy Rains
2016-07-07 8:15:00,80.0,88.81,2.2,1006.1,90.0,90.82,89.175,1,0.472,3.5405480000000003,2.9972,Light Winds,Overcast,Heavy Rains
2016-07-07 23:15:00,78.5,93.12,2.2,1005.9,100.0,95.6175,100.0,1,0.425,3.5405480000000003,2.69875,Light Winds,Overcast,Heavy Rains
2016-07-08 8:15:00,77.3,95.34,4.5,1006.0,100.0,97.67,100.0,1,2.244,7.24203,14.249400000000001,Light Winds,Overcast,Heavy Rains
2016-07-08 11:15:00,78.5,91.46,6.7,1006.4,100.0,97.865,99.9,1,0.361,10.782578,2.29235,Light Winds,Overcast,Heavy Rains
